确认开始新行程后恢复	Resume when a new trip is confirmed
确认新行程后恢复	Resume after a new trip is confirmed
确认澳洲区域	Confirm the Australian region
确认这是家的位置	Confirm this is home
示例位置	Sample location
示例报告	Sample report
示例数据	Sample data
示例模式	Demo mode
示例车况	Sample vehicle status
示例车辆	Sample vehicle
离家与到家	Away and home
离家停车	Parked away
离家停车守护	Away parking guard
离家停车自动守护	Auto guard when parked away
离家停车自动守护也会停用	Away parking guard will also be disabled
离家守护会等待停车与位置确认	Away guard waits for parking and location confirmation
离家开启未启用	Away activation not enabled
离家自动开启哨兵	Turn sentry on when away
离车检查	Before you leave
秒复查	seconds before rechecking
移除	Remove
移除失败	Removal failed
移除家的位置	Remove home location
移除蓝牙触发	Remove Bluetooth trigger
稍后可刷新	Refresh later
稍后继续	Continue later
空格和连字符	Spaces and hyphens
空调	AC
空调与座椅	AC and seats
空调以车机为准	Use the car's AC controls
空调出风量待接入	Cabin blower control not integrated yet
空调已开	AC on
空调已开启	AC is on
空调状态待核实	AC state unconfirmed
空调状态格式尚需核对	AC status format needs verification
空调目标	AC target
空调设定值的回读尚未取得	AC setpoint feedback is unavailable
空调送风中	Cabin fan running
等待下一次行程证据	Waiting for the next trip evidence
等待下次检查	Waiting for next check
等待两次有效确认	Waiting for two valid confirmations
等待关闭状态回传	Waiting for off-state feedback
等待原厂已驻车和零车速记录	Waiting for factory parked status and zero speed
等待复查本次停车	Waiting to recheck this stop
等待安排	Waiting to schedule
等待已驻车	Waiting for parked status
等待当前车辆到家记录	Waiting for this vehicle's arrival record
等待当前车辆状态	Waiting for current vehicle status
等待执行时可继续改目标	You can change the target while waiting
等待操作	Ready
等待新位置	Waiting for new location
等待新的停车里程基准	Waiting for a new parking odometer baseline
等待新车况进行比较	Waiting for new vehicle data to compare
等待有效停车证据	Waiting for valid parking evidence
等待有效停车里程	Waiting for valid parking odometer
等待有效行程证据	Waiting for valid trip evidence
等待有效车况	Waiting for valid vehicle status
等待本次哨兵状态	Waiting for this stop's sentry state
等待本次哨兵读取	Waiting for a sentry read
等待本次驻车记录	Waiting for this stop's parking record
等待本车检查	Waiting for vehicle check
等待登录	Waiting for login
等待确认	Awaiting confirmation
等待空调运行回传	Waiting for AC running feedback
等待读取位置与驻车证据	Waiting to read location and parking evidence
等待读取原厂驻车状态	Waiting to read factory parking status
等待读取车辆状态	Waiting to read vehicle status
等待车况回读	Waiting for vehicle feedback
等待车况来源时间	Waiting for vehicle sample time
等待车机加入热点	Waiting for the car to join the hotspot
等待车辆回传	Waiting for vehicle feedback
等待车辆数据	Waiting for vehicle data
等待车辆新上报	Waiting for a new vehicle report
等待车辆确认	Waiting for vehicle confirmation
等待运行回传	Waiting for running feedback
等待近期可信车辆位置	Waiting for a recent reliable vehicle location
等待锁车	Waiting for doors to lock
等待闹钟与提醒权限	Alarm permission required
等待首次查询	Waiting for first query
等待首次读取	Waiting for first reading
等待首次读取车况	Waiting for first vehicle reading
简体中文	Simplified Chinese
米	m
米为定位缓冲区	m location buffer
米作为可信停车区	m trusted parking radius
米定位缓冲	m location buffer
精确位置及原始响应	Precise location and raw responses
系统只保留最后选择	Only the latest choice is kept
系统后台设置	System background settings
系统周期任务	System periodic task
系统回收应用后仍依靠定期任务	Periodic jobs remain after process termination
系统未允许后台启动	System did not allow background start
系统未允许启动备车任务	System did not allow preparation to start
系统未允许启动操作	System did not allow the action to start
系统省电可能延迟	Battery saving may cause delays
系统省电和网络可能延迟更新	Battery saving and network conditions may delay updates
系统限制后台运行	System limits background execution
紧凑卡片	Compact widget
紫粉	Purple pink
红	Red
约每	About every
绑定另一辆车	Bound to another vehicle
绑定已经配对的车载蓝牙	Bind a paired vehicle Bluetooth device
绑定当前车辆	Bound to selected vehicle
绑定车辆	Bound vehicle
结束备车未完成	Ending preparation incomplete
结束请求未受理	Stop request not accepted
结束请求结果待核实	Stop result unconfirmed
结果待核实	Result unconfirmed
结果未确认	Result not confirmed
结果确认	Result confirmation
结果确认及后台执行	Result confirmation and background execution
给你的车起个名字	Give your car a name
继续	Continue
继续操作	Continue operation
继续观察备车	Continue monitoring preparation
续航	Range
绯红	Crimson
绿	Green
编辑	Edit
编辑备车设置	Edit preparation settings
缺少或无效字段	Missing or invalid field
缺少采样时间时保留上次值	Keep the last value when sampling time is missing
网关连接已验证	Gateway connection verified
网络或服务不可达	Network or service unavailable
网络或车辆未更新可能延迟	Network delays or stale vehicle data may delay execution
胎压	Tyre pressure
胎压字段	Tyre pressure fields
能力证据	Capability evidence
自动关闭原厂哨兵	Turn factory sentry off automatically
自动关闭哨兵	Turn sentry off automatically
自动化	Automation
自动化总开关已暂停	Automation master switch is paused
自动化页设置预约与停车守护	Set departure schedules and parking guard in Automation
自动守护还会检查位置	Auto guard also checks location
自动恢复	Restore automatically
自动恢复进度观察	Automatically resume progress monitoring
自动更新	Automatic updates
自定义色值	Custom colour value
自定义车身颜色	Custom body colour
自行导出的文件不会被删除	Files you exported yourself are not removed
至少间隔	At least
舒适允许范围与时长	Allowed comfort features and duration
色相	Hue
芥黄	Mustard
若需要验证码	If a verification code is required
范围	Radius
范围内会按在家处理	Within the radius is treated as home
范围内都算在家	Anywhere within this radius counts as home
获取	Get
获取车辆	Get vehicles
获取车辆服务登录码	Get vehicle service login code
蓝	Blue
蓝牙	Bluetooth
行驶中	Driving
行驶模式	Driving mode
街道	Street
街道或地区	Street or area
补充识别漏读的行程	Identify a missed trip
表示请求送达	Means the request was received
裁切	Trim
规则已停用	Rule disabled
规则已暂停	Rule paused
规则或本次手动选择已变化	Rule or manual choice changed
规则未启用	Rule not enabled
解析中	Resolving
解析街道地址	Resolve street address
解锁取物	Unlock to retrieve belongings
解锁尾门	Unlock tailgate
解锁或哨兵关闭不会清除你的选择	Unlocking or sentry shutoff does not clear your choice
解锁手机时也会尽量补查	Also attempt a check when the phone is unlocked
解锁车辆	Unlock vehicle
解闭锁音效制作	Create lock/unlock sounds
计划截止	Scheduled deadline
让自动化可靠运行	Keep automation running reliably
记录	Record
设为	Set to
设好舒适偏好	Set your comfort preferences
设定温度不回传	Setpoint feedback unavailable
设定温度回读	Setpoint feedback
设定温度暂时不能自动确认	Setpoint cannot be automatically confirmed yet
设置后台和运行只读自检	Set background permissions and run read-only check
设置备车偏好	Set preparation preferences
设置家的位置	Set home location
设置目标温度和最长运行时间	Set target temperature and maximum runtime
设置车辆外观与车牌隐私	Vehicle appearance and plate privacy
证据	Evidence
诊断与下一步	Diagnostics and next steps
诊断报告已保存	Diagnostic report saved
试听并导出车辆音效文件	Preview and export vehicle sound files
语言	Language
请使用专用	Use a dedicated
请使用地址搜索	Use address search
请保持应用在前台再试	Keep the app in the foreground and retry
请先	Please first
请先切换	Switch vehicle first
请先在	First, in
请先在原厂	First, in the factory
请先在手机蓝牙设置中配对车辆	Pair your car in phone Bluetooth settings first
请先恢复保存的登录	Restore saved login first
请先恢复车辆连接	Restore the vehicle connection first
请先打开手机定位	Enable phone location first
请先核对上一条操作结果	Check the previous operation result first
请先核对结果	Check the result first
请先设置并核对家的位置	Set and verify home first
请先连接车辆	Connect your vehicle first
请先选择车辆	Select a vehicle first
请再点一次操作	Tap the action again
请刷新核实	Refresh to verify
请在	In
请在原厂	In the factory
请在应用核实	Verify in the app
请在手机设置中打开	Open in phone settings
请在系统设置中清除本应用数据	Clear this app's data in system settings
请填写	Enter
请安装地图后再试	Install a map app and retry
请开启精确位置或使用地址搜索	Enable precise location or use address search
请恢复保存的登录	Restore saved login
请打开应用恢复登录	Open the app to restore login
请按每项证据判断	Review the evidence for each feature
请改时间或缩短提前量	Change the time or shorten the lead time
请核对后再开始	Verify before starting
请检查系统定时权限	Check system alarm permission
请检查网络或使用当前位置	Check the network or use current location
请检查附近设备权限	Check Nearby devices permission
请求受理后保留	After acceptance, keep showing
请求已受理	Request accepted
请求未受理	Request not accepted
请求结束本次备车	Request to end this preparation
请求结果未确认	Request result unconfirmed
请求被拒绝	Request rejected
请求超时	Request timed out
请求频率受限	Request rate limited
请登录以建立新的会话	Sign in to create a new session
请确认车旁无人	Make sure no one is next to the vehicle
请稍后再刷新	Refresh again later
请稍后再试	Try again later
请稍后手动重试	Retry manually later
请稍后重试	Retry later
请稍后重试或使用当前位置	Retry later or use current location
请稍等	Please wait
请缩短后保存	Shorten the text before saving
请补充街道	Add street details
请输入展示号码	Enter plate text
请输入有效时间	Enter a valid time
请输入至少	Enter at least
请选一个留有准备时间的出发时刻	Choose a departure time that leaves enough preparation time
请选择本地协议	Select the local protocol
请重启后重试	Restart and retry
请重新导入协议	Import the protocol again
请重新点按	Tap again
请重新登录	Sign in again
请重新选择保存位置	Choose a save location again
请重试	Retry
请重试或使用当前位置	Retry or use current location
请长按桌面	Long-press the home screen
读到字段	Field received
读取	Read
读取中	Reading
读取中断	Read interrupted
读取充电与预约状态	Read charging and schedules
读取哨兵状态	Read sentry state
读取失败	Read failed
读取已中断	Read interrupted
读取成功	Read succeeded
读取是否唤醒车辆仍需本车核对	Whether reads wake the car needs physical verification
读取未完成	Read incomplete
读取空调状态	Read AC status
读取车温	Read cabin temperature
读取车温中	Reading cabin temperature
账号	Account
账号与车辆	Account and vehicle
账号与连接	Account and connection
账号和本车权限仍以实际检查结果为准	Account and vehicle permissions depend on actual check results
账号已更改	Account changed
账号当前没有返回可访问车辆	No accessible vehicles returned for this account
账号的实际证据	Account evidence
账号的邮箱和密码	Account email and password
账号身份来自你的说明	Account identity is based on your description
距家约	Distance from home: about
距离出发不足	Less than this time before departure:
跟随系统	Follow system
跳过与失败原因	Skip and failure reasons
跳过本次	Skip this time
车内	Cabin
车内偏冷	Cabin cold
车内偏热	Cabin hot
车内温度	Cabin temperature
车内舒适	Cabin comfort
车内舒适功能以车机为准	Use the vehicle controls for cabin comfort
车况仍在读取	Still reading vehicle status
车况回读已匹配	Vehicle feedback matches
车况已变化	Vehicle state changed
车况已回传	Vehicle state reported
车况旁的时间表示新旧程度	The time beside a reading shows its freshness
车况时间未提供	Vehicle timestamp unavailable
车况时间未知或超过	Vehicle timestamp unknown or older than
车况时间缺失或超过	Vehicle timestamp missing or older than
车况读取未完成	Vehicle status read incomplete
车况须在	Vehicle status must be within
车控	Vehicle controls
车机未连接时也能回看	Watch local videos even when the car is disconnected
车机连接与配对	Car connection and pairing
车温	Cabin temperature
车温已达标	Target reached
车温待核实	Temperature unconfirmed
车温过期时本次仅请求目标温度的空调	When temperature is stale, request only AC at the chosen target
车牌与桌面显示	Plate and home-screen display
车牌底色	Plate background
车牌支持字母	Plate supports letters
车牌文字	Plate text
车牌文字颜色	Plate text colour
车牌最多	Plate maximum
车窗	Windows
车窗控制	Window controls
车端时长会随启动请求发送	Runtime is included in the start request
车身颜色	Body colour
车载蓝牙断开	Car Bluetooth disconnected
车辆	Vehicle
车辆与备车偏好	Vehicle and preparation preferences
车辆位置	Vehicle location
车辆位置已读取	Vehicle location read
车辆位置待核实	Vehicle location unconfirmed
车辆位置待读取	Vehicle location pending
车辆位置未核对或缺少近期可信记录	Location unverified or no recent reliable record
车辆停车位置	Vehicle parking location
车辆列表授权相关字段	Vehicle-list authorisation fields
车辆回传后才显示确认	Only confirm after vehicle feedback
车辆在家外	Vehicle is away from home
车辆在家附近	Vehicle is near home
车辆坐标已读取	Vehicle coordinates read
车辆处于行驶模式	Vehicle is in driving mode
车辆外观	Vehicle appearance
车辆尚未确认锁好	Vehicle not confirmed locked
车辆尚未连接	Vehicle not connected yet
车辆已连接	Vehicle connected
车辆控制	Vehicle controls
车辆操作	Vehicle action
车辆旧数据不会算作第二次确认	Old vehicle data cannot count as a second confirmation
车辆是否停止尚未确认	Vehicle stopping is unconfirmed
车辆昵称	Vehicle nickname
车辆服务已连接	Vehicle service connected
车辆未返回此项状态	Vehicle did not return this state
车辆未返回温度	Vehicle did not return a temperature
车辆未连接	Vehicle disconnected
车辆未选中	Vehicle not selected
车辆模式	Vehicle mode
车辆状态卡片	Vehicle status widget
车辆结果待核实	Vehicle result unconfirmed
车辆进入行驶模式	Vehicle entered driving mode
车辆门锁	Door locks
车辆页调空调和座椅	Adjust AC and seats in Vehicle
车辆驻车与行驶	Parking and driving
车速	Speed
车速为零	Speed is zero
车速为零且已锁车时开启	Enable when speed is zero and doors are locked
车速未返回	Speed not returned
车锁	Door lock
车锁和哨兵为上次上报记录	Door locks and sentry show the last report
车锁和本次暂停	Door locks and this stop's pause
车锁控制	Door lock controls
车锁未知	Lock unknown
轮位待核对	Wheel positions need verification
轻点切档	Tap to change level
轻点座椅切档	Tap a seat to change level
辆车	vehicles
输入一部分地址并选择匹配结果	Enter part of an address and select a matching result
输入部分地址	Enter part of an address
边缘另有	Additional edge buffer
达温后提醒确认结束	Notify to confirm stopping at target
达温和任务结果提醒可能不可见	Temperature and task notifications may be hidden
运行只读自检	Run read-only check
运行时长	Runtime
运行状态待核实	Running state unconfirmed
近期车况	Recent vehicle status
返回	Back
返回了数据	Data returned
返回此页面会重新检查实际设置	Returning here checks actual settings again
还有尾门	Also include tailgate
还没有出发计划	No departure plan yet
还没有可用车辆位置	No vehicle location yet
还没有设置家	Home not set yet
还没有车控记录	No vehicle activity yet
还没有配置	No configuration yet
这台手机暂不支持地址匹配	Address matching unavailable on this phone
这张卡片绑定的是另一辆车	This widget is bound to another vehicle
进度显示在卡片上	Progress appears in the widget
进度留在卡片里	Progress stays in the widget
远程备车已结束	Remote preparation ended
远程空调未运行	Remote AC is not running
远程车控可以先独立使用	Remote vehicle controls can be used independently
远程车控尚未连接	Remote controls not connected
远程车控已连接	Remote controls connected
远程预空调已结束	Remote preconditioning ended
连接	Connect
连接与数据	Connection and data
连接与本车能力检查	Connection and vehicle capability check
连接你的车辆	Connect your vehicle
连接准备	Connection setup
连接失败时可以重试	Retry if connection fails
连接尚未完成	Connection incomplete
连接已断开	Disconnected
连接并选择车辆	Connect and select a vehicle
连接待恢复	Connection needs restoring
连接总时限已到	Connection time limit reached
连接未完成	Connection incomplete
连接账号	Connect account
连接超时	Connection timed out
连接车机	Connect recorder
连接车机录像	Connect car recordings
连接车辆服务	Connect vehicle service
连接配置保留	Connection configuration retained
连接配置和登录状态加密保存在本机	Configuration and login are encrypted on this device
连接配置已保留	Connection configuration kept
连接配置已变化	Connection configuration changed
连接配置已就绪	Connection configuration ready
连续两次确认车辆在家附近	Confirm vehicle near home twice in succession
连续操作会冲突	Repeated actions can conflict
连续选择会合并成最新目标	Repeated selections merge into the latest target
连续选择会排队合并	Repeated selections are merged in the queue
退出账号	Sign out
选择关闭或指定档位	Select off or a specific level
选择匹配结果后保存	Select a matching result, then save
选择对应车辆	Select the matching vehicle
选择明确的目标	Select a specific target
选择桌面卡片	Choose a widget
选择绑定车辆	Select the bound vehicle
选择色块后替换	Choose a swatch to replace it
选择车载蓝牙	Choose vehicle Bluetooth
通用展示色	Display colours
通知	Notifications
通知未开启	Notifications disabled
通知设置	Notification settings
通风与加热放在一起	Ventilation and heating together
邮箱	Email
配置可在本次会话使用	Configuration available for this session
配置已加密保存在本机	Configuration saved encrypted on this device
配置文件超过	Configuration file exceeds
配置文件还没准备好时	If the configuration file is not ready yet
配置格式无效	Invalid configuration format
配置格式通过	Configuration format valid
采集时间未知	Sample time unknown
里程	Odometer
里程变化与时间不一致	Odometer change conflicts with elapsed time
里程变化待复查	Odometer change needs rechecking
里程回退	Odometer decreased
里程增长与驻车复查一致	Odometer increase agrees with parking recheck
里程已确认新一次停车	Odometer confirmed a new stop
里程或驻车数据不足	Insufficient odometer or parking data
重启	Restart
重启后请重新导入	Import again after restarting
重开	Reopen
重新判断守护	Re-evaluate guard
重新查看设置步骤和操作说明	Review setup steps and controls
重新检查	Check again
重新确认位置与驻车	Reconfirm location and parking
重新连接	Reconnect
金黄	Gold
锁定不代表电动关闭	Locking does not mean powered closing
锁定尾门	Lock tailgate
锁定车辆	Lock vehicle
长按桌面卡片可调整位置	Long-press a widget to move it
长按直接选关闭	Long-press to choose off
长按直接选择	Long-press to choose directly
长按选关闭或指定档位	Long-press to choose off or a level
长按选择档位	Long-press to choose level
长按选档	Long-press to select
门牌号	Street number
门窗	Doors and windows
门窗与尾门到位状态尚未完成本车映射	Door/window/tailgate position mapping is not complete for this car
门锁	Door lock
门锁或预约设置动作	Door-lock or schedule changes
闹钟与提醒	Alarms and reminders
队列已停止	Queue stopped
零车速和非行驶模式	Zero speed and not in driving mode
需要	Required
需要从你使用的原厂	From your factory
需要在家中观察到哨兵由关变开才能识别	Requires observing sentry change from off to on at home
需要核对协议或响应格式	Protocol or response format needs checking
需要核对本车返回的数据格式	This vehicle's response format needs checking
需要联网	Network required
需要重新登录	Sign-in required again
非你的车辆	Not your vehicle
非实时	Not live
非行驶模式	Not in driving mode
项协议参数	Protocol parameters
预约和登录不变	Schedules and login unchanged
预约已保存在本机	Schedule saved on this phone
预约用车	Schedule departure
预计续航	Estimated range
颜色格式为	Colour format:
额外	Additional
首次发现到家后约	About this long after first detecting arrival:
首次测试请核对澳洲车型的左右座椅对应	First verify left/right seat mapping on this Australian vehicle
首次请核对本车轮位对应	First verify this vehicle's wheel positions
首版温控仍需在实测面板中确认目标	Initial climate controls require target confirmation in the test panel
首页	Home
首页和桌面卡片会一起更新	Home and widgets update together
首页看车况	View vehicle status on Home
驻车与车速不一致	Parking and speed disagree
驻车和后台能力验证	Parking and background verification
驻车异常	Parking fault
驻车待确认	Parking unconfirmed
驻车状态未知	Parking state unknown
驾驶者接管信号尚未核实	Driver takeover signal not verified
鸣笛一次	Honk once
黄	Yellow
黑	Black
默认外观	Default appearance
使用获得主账号授权的	Use an account authorised by the primary owner
可用功能以车辆实际返回为准	Available features depend on actual vehicle responses
文件由系统选择器授权	File access is granted through the system picker
蓝牙触发和后台自动化会在使用对应功能时申请权限	Bluetooth triggers and background automation request permissions when you use them
连接车辆需要网络	Vehicle connection requires network access
语言 / Language	Language
跟随系统 / System	Follow system
简体中文 / English	Simplified Chinese / English
车控、影像和桌面卡片使用同一种语言。	One language for vehicle controls, media and widgets.
首页和桌面卡片会一起更新。	Your new name appears on Home and all linked widgets.
连接、备车、桌面卡片，一次弄明白	Set up your vehicle, comfort preferences and widgets.
首页看车况，车辆页调空调和座椅，自动化页设置预约与停车守护，影像页回看录像。	Home shows your car's status. Use Vehicle for AC and seats, Automation for schedules and parking guard, and Media for recordings.
按钮按下后会显示发送和等待回读的进度；“已受理”表示请求送达，车辆回传后才显示确认。	After a tap, you can follow the request as it sends and waits for feedback. Accepted means the request arrived; confirmation requires a matching vehicle report.
车况旁的时间表示新旧程度。旧温度会明确标注，刷新不会把旧数据变成实时。	Check the timestamp beside each reading. Old temperatures are labelled clearly. Refreshing does not make an old reading live.
车辆已连接，可以直接下一步。	Your vehicle is connected. You can continue.
先导入本机提取的协议 JSON，再用获得授权的极氪账号登录并选择车辆。配置文件还没准备好时，可以先浏览其他功能。	Import your locally extracted protocol JSON, sign in with your authorised Zeekr account, then select your vehicle. You can explore the app while you prepare the file.
登录会加密保存在手机上。以后优先恢复会话，不需要每次输入密码。	Your session is encrypted on this phone and restored on later launches, so you usually only need to sign in once.
家的位置已保存。可以查看识别范围，也可以直接下一步。	Home is already saved. Review the radius or continue to the next step.
输入一部分地址并选择匹配结果，或将手机当前位置设为家。范围内会按在家处理，容忍车辆定位偏移。	Search part of your address and choose a result, or use your phone's location. The home radius allows for small errors in the car's location.
离家守护会等待停车与位置确认。手动关闭哨兵后，本次停车不会再次自动开启。	Away guard waits for parking and location confirmation. If you turn sentry off manually, it stays off for this stop.
设置目标温度和最长运行时间，再决定备车时是否允许座椅通风或加热。保存偏好不会启动备车。	Choose a target temperature and maximum runtime, then allow seat heating or ventilation if you want. Saving preferences does not start preparation.
手动调节在“车辆 → 空调与座椅”。轻点座椅切档，长按选关闭或指定档位；连续选择会排队合并。	For manual adjustment, open Vehicle → AC and seats. Tap a seat to cycle levels, or hold to choose Off or a level. Repeated choices are merged before sending.
2×2 和 4×1 保留备车、找车、车锁、哨兵；4×2 和 4×3 还有尾门、充电口和更多车况。	Choose 2×2 or 4×1 for preparation, horn, locks and sentry. The 4×2 and 4×3 widgets add tailgate, charge port and more status.
点图标直接执行，进度留在卡片里。箭头按钮打开应用，刷新图标读取车况。长按桌面卡片可调整位置。	Tap an icon to act directly and follow progress on the widget. The arrow opens the app; the refresh icon reads vehicle status. Hold the widget to move it.
在后台设置里检查通知、电池限制和预约权限，再按需要启用停车守护或预约用车。系统省电和网络可能延迟更新，卡片会保留数据时间。	Check notifications, battery restrictions and alarm permission in Background settings. Then enable parking guard or departure schedules as needed. Power saving and network conditions can delay updates; the widget always keeps the data time.
想接收车机录像？到“更多 → 车机连接与配对”连接 OpenAVM Recorder。远程车控可以先独立使用。	To receive recordings, pair OpenAVM Recorder in More → Car connection and pairing. Remote vehicle controls work independently.
稍后继续 · 更多里可随时查看	Continue later · find this guide in More
小尺寸保留四个常用操作，大尺寸显示六个操作与更多车况。按钮原地执行，卡片显示进度和数据时间。	Small widgets have four common controls. Larger widgets add two controls and more status. Actions run in place with progress and data timestamps.
通风与加热放在一起：点按切档，长按选档。	Switch between ventilation and heating. Tap to cycle levels; hold to choose one.
轻点切档，长按直接选关闭 / 1 / 2 / 3。连续选择会合并成最新目标，排队发送。	Tap to cycle levels. Hold to choose Off, 1, 2 or 3. Repeated choices merge into the latest target and send in sequence.
空调设定值的回读尚未取得。请求受理后保留“待核实”，不会用车温冒充设定值。	The car does not report the AC setpoint. Accepted requests stay unconfirmed; cabin temperature is never treated as the setpoint.
旧	Old
上次	Last
仅一次	Once
尚未读取	Not read yet
已保存	Saved
座椅通风与加热可在车辆页操作	Seat ventilation and heating are available in Vehicle
整体车况	Overall vehicle status
未取得可解释字段	No interpretable fields
未设置	Not set
本次	This time
来源未知	Source unknown
点按读取状态	Tap to read status
等待车况	Waiting for vehicle status
设定温度回读与座舱风量仍待验证	Setpoint feedback and cabin blower control still need verification
车况已确认	Vehicle status confirmed
近期测量	Recently measured
选择车辆	Select vehicle
重复	Repeat
驻车数据	Parking data
箭头按钮打开应用	The arrow button opens the app
一键备车开始后	Once preparation starts
停止备车	Stop preparation
停止尚未发送	Stop not sent
停止操作已中断	Stop interrupted
停止操作已记录	Stop requested
再点停止	Tap to stop
再点同一个按钮即可停止	Tap the same button again to stop
备车状态已变化	Preparation state changed
已取消备车	Preparation cancelled
已收到停止操作	Stop requested
收到停止操作	Stop requested
时	when
显示	shows
未发送新操作	No new action sent
未发送结束指令	No stop command sent
未自动重发	Not resent automatically
核实备车状态	Check preparation
正在核实备车状态	Checking preparation
正在等待当前请求结束	Waiting for the current request
正在等待车辆回传关闭状态	Waiting for the vehicle to report it has stopped
正在结束备车	Stopping preparation
等待关闭回传	Awaiting stop
等待当前请求结束	Waiting for the current request
请先核实当前操作	Check the current action first
请核实车况	Check vehicle status
请重新选择	Please tap again
一键备车开始后，再点同一个按钮即可停止。显示“正在结束”时，正在等待车辆回传关闭状态。	Tap the same button again to stop preparation. Stopping means the app is waiting for the vehicle to confirm it has stopped.
收到停止操作 · 正在结束备车	Stop requested · Stopping preparation
已收到停止操作 · 等待当前请求结束	Stop requested · Waiting for the current request
停止尚未发送 · 请先核实当前操作，再点停止	Stop not sent · Check the current action, then tap to stop
备车状态已变化 · 已更新卡片，请重新选择	Preparation changed · Card updated, please tap again
停止操作已中断 · 未自动重发，请核实车况	Stop interrupted · Not resent. Check vehicle status
不代表座舱风量接口已验证	Cabin fan control is not verified
不补发中断的自动调节	Interrupted adjustments are not replayed
临近出发时开始	Starts closer to departure
任何时候再点备车按钮都可以停止	Tap preparation again at any time to stop
低档预热中	Warming on low
保持待出发	Holding for departure
保持至	Holding until
关闭结果以车辆回传为准	Stopping is confirmed by vehicle feedback
分钟后用车	minutes until departure
剩余时间不足	Not enough time remaining
可手动停止	You can stop manually
处理座椅余热	Removing residual seat heat
备车状态待核实	Check preparation
已到本次截止	Preparation deadline reached
已发送	Sent
已手动调节舒适功能	Comfort controls adjusted manually
已有座椅操作会保留	Existing seat settings are preserved
已退出自动调节	Automatic adjustments ended
座椅加热先使用低档短时预热	Seat heating uses a short low-level cycle
座椅可能继续处理余热或余冷	Seats may need more cooling or warming
座椅定时已结束	Seat timer has ended
座椅已有操作	Seat controls are already active
座椅执行结果待核实	Seat action needs verification
座椅操作未受理	Seat request was not accepted
座椅状态不完整	Seat status is incomplete
座椅继续处理	Finishing seats
座椅舒适程度按运行记录估计	Seat comfort is estimated from operating history
座椅设置已变化	Seat settings changed
座椅阶段调整	Seat preparation adjustment
手机恢复运行后只继续核实	After recovery the app only checks status
手机时间已变化	Phone clock changed
接管或手动调节后退出自动策略	Driving or manual control ends automatic adjustments
控制结果待核实	Control outcome needs verification
方向盘状态暂不可核实	Steering wheel status cannot be verified
方向盘运行状态未接入	Steering wheel feedback is unavailable
未启动新的备车动作	No new preparation action started
未测量表面温度	Surface temperature is not measured
本次不自动开启	Not started automatically
本次仅设置空调目标	Only the cabin target is requested this time
本次保留原设置	Existing settings preserved
本次处理已完成规则评估	Preparation estimate complete
本次备车控制已确认结束	Preparation controls confirmed off
本次已结束	This task has ended
本次未启动座椅	Seat preparation not started
本次未自动开启	Not started automatically
本次未自动操作	Not controlled automatically
本次舒适任务已完成规则评估	Comfort tasks have completed their estimated preparation
档连续操作会冲突	Rapid level changes can conflict
正在通风	Ventilating
的	in
立即备车	Prepare now
立即备车可选择舒适后自动结束	Immediate preparation can stop when estimated comfortable
等待车况核实结束	Waiting to verify stopping
自动结束未发送	Automatic stop was not sent
自动调节已暂停	Automatic adjustments paused
舒适后自动结束	Stop when estimated comfortable
舒适程度按规则估计	Comfort is estimated
舒适程度未完全核实	Comfort could not be fully verified
舱温已稳定	Cabin temperature stable
舱温已达标	Cabin target reached
舱温稳定后	Once cabin temperature is stable
舱温达标后	After reaching the cabin target
车况暂不可核实	Vehicle status cannot be verified
车况过期时不会猜测进度	Old readings never imply progress
车温暂不可核实	Cabin temperature cannot be verified
还会检查本次座椅处理	Seat preparation is also checked
进度已恢复	Progress restored
远程空调已结束	Remote climate has ended
部分舒适项目未参与或未完全核实	Some comfort features were excluded or not fully verified
预约备车保持到出发	Scheduled preparation holds until departure
预约备车保持至出发	Scheduled preparation holds until departure
15 分钟后用车	Depart in 15 minutes
舒适后自动结束（立即备车）	Stop when comfortable (immediate preparation)
舱温稳定后，还会检查本次座椅处理。预约备车保持至出发；接管或手动调节后退出自动策略。关闭结果以车辆回传为准。	Seat preparation is checked as well as cabin temperature. Scheduled preparation holds until departure. Driving or manual control ends automatic adjustments. Vehicle feedback confirms stopping.
座椅加热先使用低档短时预热；方向盘状态暂不可核实，本次不自动开启。已有座椅操作会保留。	Seats use a short cycle of low heat. Automatic steering-wheel heating awaits verified feedback. Existing seat settings are preserved.
舱温达标后，座椅可能继续处理余热或余冷。立即备车可选择舒适后自动结束；预约备车保持到出发。任何时候再点备车按钮都可以停止。	Seats may still need cooling or warming after the cabin reaches its target. Immediate preparation can stop when estimated comfortable; scheduled preparation holds until departure. Tap preparation again to stop.
车况过期时不会猜测进度。手机恢复运行后只继续核实，不补发中断的自动调节。	Old readings never imply progress. After recovery, the app checks status without replaying interrupted adjustments.
座椅舒适程度按运行记录估计，未测量表面温度。	Seat comfort is estimated from operating history, without a surface-temperature measurement.
舱温已达标 · 座椅继续处理，舒适程度按规则估计	Cabin target reached · Finishing seats (estimated comfort)
断网时以车辆自身计时为准	When offline the vehicle's own timer applies
不能保证恰好在出发时停止	Stopping exactly at departure cannot be guaranteed
断网时以车辆自身计时为准，不能保证恰好在出发时停止。	When offline, the vehicle's own timer applies. It may stop after the departure time.
等待座椅关闭回传	Waiting for seat-off confirmation
等待座椅运行回传	Waiting for seat operation feedback
